Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
2/26/2016 20:30:38,۲۳ تا ۲۹,مرد,کرمان,کرمان,یک تا سه سال,لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..)",دو تا هفت ساعت,کمتر از دو ساعت,بیشتر از شش,"Python, PHP, Javascript, Matlab, SQL","Java, Ruby, Objective C, Scala, Go, Bash","MS-SQL, MySQL/MariaDB","Windows 7, Linux Ubuntu","Linux Debian, Linux Ubuntu, Linux ( Other )",Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",روشن,گیت,تب,"قهوه, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, تست کننده",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),3,زیر یک میلیون,,پروژه ای با شرکت‌ها,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,,,,,,,
2/26/2016 21:21:53,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,دیپلم,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,سه تا شش,"Java, PHP, Visual Basic, Javascript","Java, Python, PHP, Visual Basic, Javascript","MS-SQL, sqlite","Windows 8, Linux Ubuntu, Linux (other)","Linux RedHat, Linux CentOS, Linux Debian, Linux Ubuntu, Linux ( Other )",Android,محصولات جت برین,گاهی روشن گاهی تیره,گیت,هان؟,"چای, قهوه, انواع ماء الشعیر, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند",استارتاپ,1,زیر یک میلیون,,پروژه ای با شرکت‌ها,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,5,"من در حال یاگیری و کار هستم اما بیشتر وقت خودم رو در حال حاضر به یادگیری اختصاص دادم بنابراین حقوق مادی زیادی نصیب من نمیشه اما از کاری که انجام می دم لذت میبرم
مرسی از نظر سنجی
بی صبرانه منتظر تنایج اون هستم ",,,,,,
2/26/2016 21:39:15,۲۳ تا ۲۹,مرد,یزد,تهران,هفت تا پانزده سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"Python, PHP, Javascript, SQL","Python, Ruby, Swift, Go","MySQL/MariaDB, Other NoSQLs (couch, raven, ...)",Linux Ubuntu,"Linux CentOS, Linux Debian, Linux Ubuntu",iOS,سابلایم,تیره,گیت,تب,انرژی زا,"گیاهخوار / خام خوار / خام گیاهخوار / ... هستم, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, تحلیلگر",شرکت های تولید نرم افزار,35,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, بیمه, بیمه تکمیلی",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,,,,,,,
2/26/2016 21:44:53,۲۳ تا ۲۹,مرد,تهران,چهارمحال و بختیاری,زیر یکسال,در حال تحصیل در فوق لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, C++, C#, SQL","Python, PHP, Javascript","MS-SQL, Oracle","Windows 10, OS X",Windows Server 2012,iOS,"ویژوال استودیو, محصولات جت برین, Oracle Jdeveloper Studio",گاهی روشن گاهی تیره,"گیت, اس وی ان",اسپیس,"چای, قهوه, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",4,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر دیتابیس, تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,5,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,4,,,,,,,
2/26/2016 21:51:03,۲۳ تا ۲۹,مرد,آذربایجان شرقی,آذربایجان شرقی,زیر یکسال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Security (CEH, MTA, ...)",دو تا هفت ساعت,کمتر از دو ساعت,یک,Python,"Python, PHP, Perl, Ruby, Assembly","MS-SQL, MySQL/MariaDB, Oracle","Windows 7, Linux Ubuntu",Windows Server 2012,Android,محصولات اکلیپس,از آی دی ای استفاده نمی کنم,استفاده نمی کنم,تب,چای,"گیاهخوار / خام خوار / خام گیاهخوار / ... هستم, حداقل یک روز در میان دوش می گیرم",1,امنیت,شرکت های ارائه دهنده سرویس های مختلف,1,زیر یک میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,1,,,,,,,
2/26/2016 22:14:40,۱۸ تا ۲۲,مرد,خراسان رضوی,خراسان رضوی,زیر یکسال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"Java, PHP, SQL","Python, Swift","MySQL/MariaDB, sqlite","Windows 8, Windows 10","Linux RedHat, Linux CentOS, Linux Debian, Linux Ubuntu, Linux ( Other )",Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات اکلیپس",روشن,استفاده نمی کنم,تب,"چای, آب","در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, طراح",استارتاپ,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,,4,,,,,,,
2/26/2016 22:32:04,۲۳ تا ۲۹,زن,خراسان رضوی,خراسان رضوی,یک تا سه سال,لیسانس,,کمتر از دو ساعت,بیشتر از چهارده ساعت,هیچ,"PHP, Javascript","Java, Python",MySQL/MariaDB,Windows 8,Windows Server 2012,iOS,سابلایم,,گیت,تب,"چای, آب",سیاست برایم مهم است,1,توسعه دهنده بک اند,شرکت های ارائه دهنده سرویس های مختلف,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,افزایش ارتباط بین متخصصان و برنامه نویسان و مدیران پروژه در سطح کشور و استارت پروژه های بزرگ و قابل استفاده د ر سطح جهانی ,,,,,,
2/26/2016 23:33:25,۳۰ تا ۳۹,مرد,تهران,قم,هفت تا پانزده سال,دیپلم,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,بیشتر از شش,"PHP, Javascript, SQL","Python, Go",MySQL/MariaDB,Windows 7,Linux CentOS,Android,"اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",گاهی روشن گاهی تیره,"گیت, اس وی ان",تب,"چای, آب","بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است",2,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, طراح",استارتاپ,1,دو تا سه و نیم میلیون,,پروژه ای مستقل,دورکاری کامل,بین پنجاه تا صد,4,,,,,,,
2/26/2016 23:34:27,۲۳ تا ۲۹,مرد,بوشهر,بوشهر,سه تا هفت سال,در حال تحصیل در دوره لیسانس,"Network (CCNA, MCSE, MCITP, ...), Windows (MCP, ...)",دو تا هفت ساعت,دو تا هفت ساعت,یک,Delphi / Pascal,"C#, PHP, Visual Basic, SQL","MS-SQL, MySQL/MariaDB","Windows 7, Windows 10","Windows Server 2003, Windows Server 2008",Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), برنامه نویسی نمی کنم",روشن,گیت,اسپیس,آب,حداقل یک روز در میان دوش می گیرم,1,"مدیر سیستم, شبکه",بخش دولتی,55,یک تا دو میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,"اگر درباره دوره های اموزشی که شرکت یا دستگاه دولتی برای ارتقاء سطح اموزشی کارکنانش میزاره سوال بود دیگه عالی بود. 
که برای ما دوره آموزشی نمیزارن",,,,,,
2/26/2016 23:35:51,۲۳ تا ۲۹,مرد,سیستان و بلوچستان,سیستان و بلوچستان,زیر یکسال,کاردانی,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,هیچ,"C, C++, PHP, Javascript, Swift, SQL, Bash","Java, C, C++, C#, Python, PHP, Perl, Javascript, Assembly, Objective C, Swift, SQL, Go, Bash","MySQL/MariaDB, sqlite, MongoDB","Windows 10, Linux Ubuntu, Linux Debian","Linux CentOS, Linux Debian, BSDs",Windows Phone,"سابلایم, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",تیره,گیت,اسپیس,"چای, آب",در رابطه نیستم ولی دوست داشتم بودم,,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند",استارتاپ,1,زیر یک میلیون,بیمه,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,زیر ده هزار,1,من توی زاهدان بیکارم اصلن نمیتونم از طریق برنامه نویسی پول دربیارم :((,,,,,,
2/26/2016 23:42:58,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,کاردانی,,کمتر از دو ساعت,هفت تا چهارده ساعت,هیچ,"Python, PHP, Javascript, SQL","Perl, Ruby, Go","Postgresql, MongoDB",Linux Debian,Linux Debian,Android,ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت),تیره,گیت,اسپیس,"چای, قهوه, دمنوش‌های متنوع, آب",در رابطه نیستم ولی دوست داشتم بودم,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند",شرکت های تولید نرم افزار,30,دو تا سه و نیم میلیون,لپ تاپ,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,2,برنامه‌نویسی در ایران برای برنامه‌نویس‌های خوب و صادق، عذاب‌آور است,,,,,,
2/26/2016 23:56:29,۳۰ تا ۳۹,زن,تهران,تهران,هفت تا پانزده سال,فوق لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,"Java, PHP, Javascript, SQL","C#, Go","MySQL/MariaDB, sqlite",Linux Fedora,"Linux RedHat, Linux CentOS",Windows Phone,"سابلایم, محصولات جت برین",گاهی روشن گاهی تیره,گیت,اسپیس,"قهوه, انواع ماء الشعیر, نوشیدنی‌های الکلی, آب","بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند, تحلیلگر, مدیر شرکت / پروژه / ..., تست کننده",شرکت های تولید نرم افزار,3,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, بیمه",پروژه ای با شرکت‌ها,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,,,,,,,
2/27/2016 0:03:10,۱۸ تا ۲۲,مرد,البرز,تهران,سه تا هفت سال,دیپلم,,بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"C#, PHP, Javascript, SQL, Groovy","Java, C, Ruby, Swift, Scala, Go","MySQL/MariaDB, Postgresql, MongoDB, Redis, Other NoSQLs (couch, raven, ...)","Linux Ubuntu, Linux Debian",Linux Debian,Android,محصولات جت برین,تیره,گیت,اسپیس,"چای, قهوه","بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, مدیر شرکت / پروژه / ...",استارتاپ,6,سه و نیم تا پنج میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, لپ تاپ, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
2/27/2016 0:24:47,۱۸ تا ۲۲,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..)",دو تا هفت ساعت,کمتر از دو ساعت,سه تا شش,"Java, C, html css","Python, PHP",MySQL/MariaDB,Linux Ubuntu,Linux Ubuntu,iOS,محصولات اکلیپس,روشن,استفاده نمی کنم,هان؟,"انواع ماء الشعیر, آب","بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده دسکتاپ, تست کننده",شرکت های تولید نرم افزار,1,زیر یک میلیون,باشگاه ورزشی داخل شرکت,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,5,,,,,,,
2/27/2016 0:38:57,۳۰ تا ۳۹,مرد,فارس,فارس,هفت تا پانزده سال,فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"PHP, Javascript, SQL","C++, C#",MySQL/MariaDB,Linux Fedora,Linux CentOS,Android,netbeans,روشن,گیت,اسپیس,"چای, قهوه","حیوان خانگی دارم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, شبکه, امنیت, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,6,سه و نیم تا پنج میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین بیست و پنج تا پنجاه,5,,,,,,,
2/27/2016 0:57:21,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Java, C++, Python, Javascript, Bash","Swift, Scala","Postgresql, sqlite, MongoDB, Redis",OS X,Linux Ubuntu,Android,"اتم, محصولات جت برین",تیره,گیت,اسپیس,"چای, انرژی زا, نوشابه, آب","بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر سیستم",استارتاپ,4,یک تا دو میلیون,بیمه,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,5,,,,,,,
