Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,از کدام تکنولوزی ها استفاده می کنید,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,تیپ ,تغییر در بدن؟,کدام‌ها در مورد شما صدق می‌کند,سبک موسیقی,وضعیت رابطه,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...
3/18/2017 15:05:05,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,Javascript,Go,"MySQL/MariaDB, Postgresql, MongoDB, Redis","OS X, Linux Fedora","Linux Debian, CoreOS",Android,"محصولات جت برین, VSCode",تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, کلاود",تب,"قهوه, دمنوش‌های متنوع, نوشیدنی‌های الکلی","تی شرت, جین, پیرهن مردونه, ساعت می بندم",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, راک, بلوز, کانتری, الکترونیک دنس",بدون رابطه ولی علاقمند به شروع رابطه,1,"توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, DevOps","شرکت های تولید نرم افزار, استارتاپ",180,سه و نیم تا پنج میلیون,,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,4,
3/18/2017 15:42:02,۲۳ تا ۲۹,مرد,همدان,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,سه تا شش,C++,Rust,sqlite,Windows 10,Windows Server 2016,"Android, Windows Phone",ویژوال استودیو,تیره,گیت,"سورس کنترل, بیلد سیستم ها",تب,چای,"تی شرت, جین, پیرهن مردونه, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","راک, بلوز",با پارتنر دائم,2,بازی سازی,شرکت های تولید نرم افزار,30,سه و نیم تا پنج میلیون,"قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,5,
3/18/2017 21:28:50,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"Java, C, Python, Javascript, Go, Bash","Objective C, Scala","MySQL/MariaDB, Postgresql, sqlite, MongoDB, Redis","OS X, Linux Ubuntu, Linux Debian",Linux Debian,"Android, iOS","سابلایم, محصولات جت برین",تیره,گیت,"سورس کنترل, کانتینرها, تست های خودکار",اسپیس,"چای, قهوه, انواع ماء الشعیر, نوشیدنی‌های الکلی, آب","تی شرت, جین, پیرهن مردونه, اسپورت",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ خارجی, متال, راک, رپ, بلوز",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,4,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر سیستم","شرکت های تولید نرم افزار, شرکت های پشتیبانی و دیگر خدمات نرم افزار, شرکت های ارائه دهنده سرویس های مختلف, استارتاپ",70,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, لپ تاپ",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,4,
3/19/2017 7:53:27,۱۸ تا ۲۲,مرد,خراسان رضوی,خراسان رضوی,زیر یکسال,دیپلم,,کمتر از دو ساعت,دو تا هفت ساعت,هیچ,"PHP, Visual Basic","Java, Objective C, Swift","MySQL/MariaDB, sqlite",Windows 7,Windows Server 2016,iOS,دریم ویوور,تیره,استفاده نمی کنم,سورس کنترل,هان؟,"چای, دمنوش‌های متنوع","تی شرت, جین, پیرهن مردونه, رنگی رنگی, تیره, روشن, ساعت می بندم, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, حیوان خانگی دارم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","سنتی, پاپ ایرانی, پاپ خارجی, رپ, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,1,"توسعه دهنده فرانت اند, طراح",استارتاپ,8,زیر یک میلیون,قهوه،‌ چای و ... رایگان,پروژه ای مستقل,دورکاری کامل,ساعتی کار نمی کنم,5,
3/19/2017 13:42:16,۲۳ تا ۲۹,زن,تهران,تهران,یک تا سه سال,لیسانس,,دو تا هفت ساعت,صفر,یک,"C#, Javascript",C#,MS-SQL,Windows 8,Windows ( Other ),Android,ویژوال استودیو,روشن,گیت,سورس کنترل,تب,چای,"جین, شال, روشن, ساعت می بندم",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",پاپ ایرانی,بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده فرانت اند,شرکت های ارائه دهنده سرویس های مختلف,90,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,5,
3/19/2017 14:21:09,زیر ۱۸ سال,مرد,سیستان و بلوچستان,سیستان و بلوچستان,زیر یکسال,در حال تحصیل در دبیرستان یا پایینتر,"Security (CEH, MTA, ...)",بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,یک,"C, C++, Python, PHP, Perl, Ruby, Bash","C#, Visual Basic, Javascript, Assembly, Objective C, Swift, SQL, Go",MySQL/MariaDB,"Windows 10, OS X, Linux Ubuntu, Linux Debian, Linux (other)","Linux CentOS, Linux Debian, Linux Ubuntu",iOS,"سابلایم, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), براکت, محصولات اکلیپس",تیره,گیت,,تب,"چای, قهوه, نوشابه, آب","پیرهن مردونه, کت و شلوار, تیره, رسمی, گجت پوشیدنی دارم (ساعت هوشمند، ...), ساعت می بندم",,حداقل یک روز در میان دوش می گیرم,"کلاسیک, پاپ ایرانی, رپ",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده دسکتاپ, مدیر سیستم, مدیر دیتابیس, شبکه, امنیت, تحلیلگر, تست کننده",استارتاپ,9,زیر یک میلیون,"لپ تاپ, تلفن همراه, هزینه های تلفن همراه, بیمه",پروژه ای با شرکت‌ها,تمام وقت‌های کاری را در دفتر هستم,,3,
3/19/2017 23:47:59,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,"Programming Languages (Java, MCP, ..)",کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,"Java, C, C++, Javascript, SQL","Go, rust",MySQL/MariaDB,Linux Ubuntu,"Linux CentOS, Linux Ubuntu",Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات اکلیپس",تیره,گیت,سورس کنترل,تفاوتی ندارد,"چای, دمنوش‌های متنوع, آب","تی شرت, جین, پیرهن مردونه, ساعت می بندم, اسپورت",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, راک, بلوز",بدون رابطه ولی علاقمند به شروع رابطه,1,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, طراح, تحلیلگر",شرکت های تولید نرم افزار,7,سه و نیم تا پنج میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, پاداش بر اساس نتایج, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,
3/20/2017 12:15:00,۲۳ تا ۲۹,مرد,تهران,تهران,هفت تا پانزده سال,در حال تحصیل کاردانی,,دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"C, C++, C#, SQL","Python, Javascript, Ruby, Go","MS-SQL, MySQL/MariaDB, Postgresql, MongoDB","Windows 10, OS X, Linux Arch","Windows Server 2012, Linux CentOS, Linux Ubuntu",iOS,"ویژوال استودیو, ویم",تیره,گیت,سورس کنترل,تب,قهوه,"تی شرت, جین, اسپورت",,حداقل یک روز در میان دوش می گیرم,الکترونیک دنس,ازدواج کرده ام,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, شرکت های ارائه دهنده سرویس های مختلف",200,پنج تا هفت میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, پاداش بر اساس نتایج, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,
3/20/2017 15:39:05,۱۸ تا ۲۲,مرد,قزوین,قزوین,زیر یکسال,در حال تحصیل در دوره لیسانس,"Linux (LPIC, ...)",بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"C++, Python, Javascript, SQL, Go, Bash","C#, Swift","MySQL/MariaDB, Postgresql, MongoDB, Other NoSQLs (couch, raven, ...)",Linux Arch,"Linux RedHat, Linux Debian",Android,"سابلایم, محصولات جت برین",تیره,گیت,"سورس کنترل, بیلد سیستم ها, بیگ دیتا",تب,چای,"پیرهن مردونه, روشن, ساعت می بندم",ابزار دیجیتال زیر پوست,"بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ ایرانی, پاپ خارجی, رپ",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده بک اند, سیستم های درونساز, تحلیلگر","شرکت های تولید نرم افزار, استارتاپ",1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,زیر ده هزار,3,
3/20/2017 17:18:26,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Java, C#, Python, Delphi / Pascal, Bash","SQL, Go","Other NoSQLs (couch, raven, ...)","Windows 10, Linux Ubuntu, Linux Debian, Linux Arch","Linux CentOS, Linux Ubuntu",Android,"محصولات جت برین, ویم",تیره,گیت,"سورس کنترل, بیلد سیستم ها",تب,"چای, قهوه, نوشیدنی‌های الکلی, آب","تی شرت, جین, تیره, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","سنتی, متال, راک, رپ, بلوز, کانتری, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,2,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر سیستم",استارتاپ,5,زیر یک میلیون,پاداش بر اساس نتایج,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,
3/20/2017 19:40:12,۲۳ تا ۲۹,مرد,خراسان جنوبی,تهران,یک تا سه سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,angular,Python,MongoDB,Windows 10,Windows Server 2012,Android,ویژوال استودیو,روشن,گیت,سورس کنترل,هان؟,قهوه,"تی شرت, جین",,"بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","راک, بلوز",,,توسعه دهنده بک اند,شرکت های تولید نرم افزار,10,دو تا سه و نیم میلیون,بیمه,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,باس مراقب سلامتیش باشه هر برنامه نویس...
3/20/2017 19:50:31,۱۸ تا ۲۲,مرد,تهران,مرکزی,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"C++, PHP","Java, Python, Ruby, Swift",MySQL/MariaDB,Windows 7,Linux Ubuntu,Android,"ویژوال استودیو, اتم",تیره,,"تست های خودکار, کلاود",تب,"چای, انرژی زا","تی شرت, جین, تیره, ساعت می بندم",,"بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم",رپ,بدون رابطه ولی علاقمند به شروع رابطه,1,توسعه دهنده دسکتاپ,تولید مستقل محصول و فروش در سایت ها و پلتفرمها,1,زیر یک میلیون,,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,زیر ده هزار,2,
3/21/2017 0:10:07,۲۳ تا ۲۹,مرد,گیلان,گیلان,سه تا هفت سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",دو تا هفت ساعت,دو تا هفت ساعت,یک,"Python, PHP, Javascript",Go,"MS-SQL, sqlite, MongoDB",Windows 10,Linux Ubuntu,Android,محصولات جت برین,تیره,,"کانتینرها, هوش مصنوعی",تب,"چای, آب","تی شرت, پیرهن مردونه",,حداقل یک روز در میان دوش می گیرم,کلاسیک,ازدواج کرده ام,2,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, مدیر سیستم, تحلیلگر","شرکت های تولید نرم افزار, استارتاپ",7,دو تا سه و نیم میلیون,,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,5,
